Machine_ID,value_ISO,value_DEMO,value_ACC,value_P2P,valueTEMP,minute,second,year,month,day,hour
1,0.49218753,0.011962892,0.060791019,0.458984405,25.0,48,11,2022,12,7,12
1,0.49218753,0.011962892,0.060791019,0.458984405,25.0,48,16,2022,12,7,12
1,0.49218753,0.011962892,0.060791019,0.458984405,25.0,48,21,2022,12,7,12
1,0.49218753,0.011962892,0.060791019,0.458984405,25.0,48,26,2022,12,7,12
1,0.478515655,0.012451173,0.061279301,0.48828128,25.0,48,31,2022,12,7,12
1,0.478515655,0.012451173,0.061279301,0.48828128,25.0,48,36,2022,12,7,12
1,0.478515655,0.012451173,0.061279301,0.48828128,25.0,48,41,2022,12,7,12
1,0.478515655,0.012451173,0.061279301,0.48828128,25.0,48,46,2022,12,7,12
1,0.478515655,0.012451173,0.061279301,0.48828128,25.0,48,51,2022,12,7,12
1,0.478515655,0.012451173,0.061279301,0.48828128,25.0,48,56,2022,12,7,12
1,0.46484378,0.012573243,0.06103516,0.451171905,25.0,49,1,2022,12,7,12
1,0.46484378,0.012573243,0.06103516,0.451171905,25.0,49,6,2022,12,7,12
1,0.46484378,0.012573243,0.06103516,0.451171905,25.0,49,11,2022,12,7,12
1,0.46484378,0.012573243,0.06103516,0.451171905,25.0,49,16,2022,12,7,12
1,0.46484378,0.012573243,0.06103516,0.451171905,25.0,49,22,2022,12,7,12
1,0.46484378,0.012573243,0.06103516,0.451171905,25.0,49,27,2022,12,7,12
1,0.455078155,0.012023927,0.062255863,0.50781256,25.0,49,32,2022,12,7,12
1,0.455078155,0.012023927,0.062255863,0.50781256,25.0,49,37,2022,12,7,12
1,0.455078155,0.012023927,0.062255863,0.50781256,25.0,49,42,2022,12,7,12
1,0.455078155,0.012023927,0.062255863,0.50781256,25.0,49,47,2022,12,7,12
1,0.455078155,0.012023927,0.062255863,0.50781256,25.0,49,52,2022,12,7,12
1,0.455078155,0.012023927,0.062255863,0.50781256,25.0,49,57,2022,12,7,12
1,0.45312503,0.012145997,0.063964851,0.51171881,25.0,50,2,2022,12,7,12
1,0.45312503,0.012145997,0.063964851,0.51171881,25.0,50,7,2022,12,7,12
1,0.45312503,0.012145997,0.063964851,0.51171881,25.0,50,12,2022,12,7,12
1,0.45312503,0.012145997,0.063964851,0.51171881,25.0,50,17,2022,12,7,12
1,0.45312503,0.012145997,0.063964851,0.51171881,25.0,50,22,2022,12,7,12
1,0.45312503,0.012145997,0.063964851,0.51171881,25.0,50,27,2022,12,7,12
1,0.357421905,0.000322342,0.012756349,0.044433597,25.0,50,32,2022,12,7,12
1,0.357421905,0.000322342,0.012756349,0.044433597,25.0,50,37,2022,12,7,12
1,0.357421905,0.000322342,0.012756349,0.044433597,25.0,50,42,2022,12,7,12
1,0.357421905,0.000322342,0.012756349,0.044433597,25.0,50,47,2022,12,7,12
1,0.357421905,0.000322342,0.012756349,0.044433597,25.0,50,52,2022,12,7,12
1,0.357421905,0.000322342,0.012756349,0.044433597,25.0,50,57,2022,12,7,12
1,0.35937503,0.000322342,0.012695313,0.044189457,25.0,51,2,2022,12,7,12
1,0.35937503,0.000322342,0.012695313,0.044189457,25.0,51,7,2022,12,7,12
1,0.35937503,0.000322342,0.012695313,0.044189457,25.0,51,12,2022,12,7,12
1,0.35937503,0.000322342,0.012695313,0.044189457,25.0,51,17,2022,12,7,12
1,0.35937503,0.000322342,0.012695313,0.044189457,25.0,51,22,2022,12,7,12
1,0.35937503,0.000322342,0.012695313,0.044189457,25.0,51,27,2022,12,7,12
1,0.35937503,0.000322342,0.012756349,0.044433597,25.0,51,32,2022,12,7,12
1,0.35937503,0.000322342,0.012756349,0.044433597,25.0,51,37,2022,12,7,12
1,0.35937503,0.000322342,0.012756349,0.044433597,25.0,51,42,2022,12,7,12
1,0.35937503,0.000322342,0.012756349,0.044433597,25.0,51,47,2022,12,7,12
1,0.35937503,0.000322342,0.012756349,0.044433597,25.0,51,52,2022,12,7,12
1,0.35937503,0.000322342,0.012756349,0.044433597,25.0,51,57,2022,12,7,12
1,0.357421905,0.000320435,0.012817384,0.044433597,25.0,52,2,2022,12,7,12
1,0.357421905,0.000320435,0.012817384,0.044433597,25.0,52,8,2022,12,7,12
1,0.357421905,0.000320435,0.012817384,0.044433597,25.0,52,13,2022,12,7,12
1,0.357421905,0.000320435,0.012817384,0.044433597,25.0,52,18,2022,12,7,12
1,0.357421905,0.000320435,0.012817384,0.044433597,25.0,52,23,2022,12,7,12
1,0.357421905,0.000320435,0.012817384,0.044433597,25.0,52,28,2022,12,7,12
1,0.35937503,0.000329971,0.012878419,0.044677738,25.0,52,33,2022,12,7,12
1,0.35937503,0.000329971,0.012878419,0.044677738,25.0,52,38,2022,12,7,12
1,0.35937503,0.000329971,0.012878419,0.044677738,25.0,52,43,2022,12,7,12
1,0.35937503,0.000329971,0.012878419,0.044677738,25.0,52,48,2022,12,7,12
1,0.35937503,0.000329971,0.012878419,0.044677738,25.0,52,53,2022,12,7,12
1,0.35937503,0.000324249,0.012878419,0.044189457,25.0,52,58,2022,12,7,12
1,0.35937503,0.000324249,0.012878419,0.044189457,25.0,53,3,2022,12,7,12
1,0.35937503,0.000324249,0.012878419,0.044189457,25.0,53,8,2022,12,7,12
